car_id,x,y,status,ticks_traveled,distance_to_dest,speed,tick,local_congestion
60,15,11,arrived,7,0,2,6,1.0
61,12,12,arrived,2,0,1,6,1.0
62,10,8,moving,7,15,1,6,1.0
63,0,19,arrived,2,0,1,6,0.0
64,4,6,moving,7,2,1,6,1.0
65,19,3,arrived,7,0,2,6,0.0
66,7,12,moving,7,13,1,6,2.0
67,7,8,moving,7,8,1,6,0.0
68,10,6,moving,7,13,1,6,1.0
69,13,17,moving,7,11,1,6,0.0
70,4,7,moving,7,1,1,6,0.0
71,4,7,moving,7,4,1,6,0.0
72,2,0,moving,7,3,1,6,0.0
73,0,7,moving,7,4,1,6,0.0
74,4,11,moving,7,2,1,6,3.0
75,9,3,moving,7,5,2,6,0.0
76,8,12,moving,7,5,1,6,0.0
77,9,12,moving,7,3,1,6,0.0
78,15,8,moving,7,5,1,6,0.0
79,6,9,moving,7,7,1,6,0.0
80,6,9,arrived,2,0,1,6,0.0
81,9,11,moving,7,6,2,6,2.0
82,10,12,arrived,3,0,1,6,1.0
83,7,14,moving,7,1,1,6,0.0
84,9,1,moving,7,18,1,6,0.0
85,10,2,moving,7,10,1,6,0.0
86,12,13,arrived,4,0,1,6,0.0
87,14,14,moving,7,16,1,6,0.0
88,4,10,moving,7,14,1,6,1.0
89,10,9,moving,7,9,1,6,1.0
90,7,12,moving,7,2,1,6,2.0
91,5,16,moving,7,18,1,6,0.0
92,10,5,moving,7,9,1,6,0.0
93,7,8,moving,7,12,1,6,0.0
94,1,8,arrived,6,0,1,6,0.0
95,11,4,moving,7,5,1,6,0.0
96,9,9,moving,7,5,1,6,1.0
97,17,10,moving,7,5,2,6,0.0
98,4,10,moving,7,18,1,6,1.0
99,8,17,moving,7,18,1,6,0.0
0,16,8,moving,8,8,1,7,0.0
1,6,5,moving,8,9,1,7,1.0
2,9,9,moving,8,9,1,7,1.0
3,7,3,moving,8,1,1,7,0.0
4,8,2,arrived,6,0,1,7,0.0
5,19,11,moving,8,4,2,7,0.0
6,3,5,moving,8,13,1,7,1.0
7,15,7,moving,8,8,1,7,0.0
8,17,17,moving,8,3,1,7,1.0
9,9,8,moving,8,8,1,7,1.0
10,15,13,arrived,7,0,1,7,0.0
11,10,10,moving,8,16,1,7,0.0
12,4,12,arrived,7,0,1,7,0.0
13,9,11,moving,8,16,1,7,1.0
14,4,8,moving,8,3,1,7,0.0
15,5,10,moving,8,17,1,7,2.0
16,7,5,arrived,8,0,1,7,1.0
17,4,5,arrived,8,0,1,7,0.0
18,10,6,arrived,5,0,1,7,1.0
19,10,5,moving,8,9,1,7,2.0
20,12,10,moving,8,12,1,7,1.0
21,12,17,arrived,5,0,1,7,0.0
22,9,9,moving,8,3,1,7,1.0
23,7,4,arrived,2,0,2,7,0.0
24,6,10,moving,8,2,1,7,0.0
25,11,15,arrived,8,0,1,7,0.0
26,12,14,moving,8,9,1,7,0.0
27,9,8,moving,8,3,1,7,1.0
28,18,19,arrived,4,0,1,7,0.0
29,16,10,moving,8,1,1,7,0.0
30,7,12,moving,8,9,1,7,2.0
31,1,10,arrived,8,0,1,7,0.0
32,11,5,moving,8,2,1,7,0.0
33,18,1,arrived,5,0,1,7,0.0
34,3,5,moving,8,7,1,7,1.0
35,14,8,arrived,7,0,1,7,0.0
36,9,12,moving,8,6,1,7,2.0
37,13,10,moving,8,2,2,7,1.0
38,7,11,moving,8,7,1,7,1.0
39,18,2,moving,8,2,1,7,0.0
40,9,7,moving,8,15,1,7,2.0
41,7,9,moving,8,1,2,7,0.0
42,10,6,moving,8,8,1,7,1.0
43,13,15,arrived,7,0,1,7,0.0
44,8,12,moving,8,2,1,7,2.0
45,17,18,moving,8,2,1,7,0.0
46,13,5,moving,8,24,1,7,0.0
47,7,15,arrived,5,0,1,7,0.0
48,10,11,moving,8,9,1,7,1.0
49,4,9,moving,8,19,1,7,1.0
50,6,10,moving,8,2,1,7,0.0
51,12,12,moving,8,16,1,7,0.0
52,11,9,moving,8,2,1,7,1.0
53,8,5,moving,8,15,1,7,0.0
54,4,10,moving,8,3,2,7,4.0
55,19,7,moving,8,7,1,7,0.0
56,4,13,arrived,6,0,1,7,0.0
57,13,5,moving,8,6,1,7,0.0
58,16,5,moving,8,12,1,7,0.0
59,12,9,moving,8,12,1,7,0.0
60,15,11,arrived,7,0,2,7,0.0
61,12,12,arrived,2,0,1,7,0.0
62,10,7,moving,8,14,1,7,2.0
63,0,19,arrived,2,0,1,7,0.0
64,4,7,moving,8,1,1,7,2.0
65,19,3,arrived,7,0,2,7,0.0
66,7,11,moving,8,12,1,7,1.0
67,7,7,moving,8,7,1,7,0.0
68,10,5,moving,8,12,1,7,2.0
69,13,16,moving,8,10,1,7,0.0
70,4,8,arrived,8,0,1,7,0.0
71,4,6,moving,8,3,1,7,1.0
72,1,0,moving,8,2,1,7,0.0
73,0,6,moving,8,3,1,7,0.0
74,4,10,moving,8,1,1,7,4.0
75,8,3,moving,8,4,2,7,0.0
76,9,12,moving,8,4,1,7,2.0
77,10,12,moving,8,2,1,7,1.0
78,15,7,moving,8,4,1,7,0.0
79,6,8,moving,8,6,1,7,0.0
80,6,9,arrived,2,0,1,7,2.0
81,9,12,moving,8,5,2,7,2.0
82,10,12,arrived,3,0,1,7,1.0
83,7,13,arrived,8,0,1,7,0.0
84,10,1,moving,8,17,1,7,0.0
85,9,2,moving,8,9,1,7,0.0
86,12,13,arrived,4,0,1,7,1.0
87,14,13,moving,8,15,1,7,0.0
88,4,9,moving,8,13,1,7,1.0
89,10,8,moving,8,8,1,7,1.0
90,7,13,moving,8,1,1,7,0.0
91,5,15,moving,8,17,1,7,0.0
92,9,5,moving,8,8,1,7,1.0
93,8,8,moving,8,11,1,7,0.0
94,1,8,arrived,6,0,1,7,0.0
95,11,5,moving,8,4,1,7,0.0
96,10,9,moving,8,4,1,7,3.0
97,17,11,moving,8,4,2,7,0.0
98,4,9,moving,8,17,1,7,1.0
99,8,16,moving,8,17,1,7,0.0
0,16,7,moving,9,7,1,8,0.0
1,7,5,moving,9,8,1,8,0.0
2,10,9,moving,9,10,1,8,1.0
3,7,2,arrived,9,0,1,8,0.0
4,8,2,arrived,6,0,1,8,0.0
5,19,12,moving,9,3,2,8,0.0
6,3,4,moving,9,12,1,8,0.0
7,15,6,moving,9,7,1,8,0.0
8,18,17,moving,9,2,1,8,0.0
9,8,8,moving,9,7,1,8,1.0
10,15,13,arrived,7,0,1,8,0.0
11,10,9,moving,9,15,1,8,1.0
12,4,12,arrived,7,0,1,8,0.0
13,9,12,moving,9,15,1,8,3.0
14,4,7,moving,9,2,1,8,1.0
15,6,10,moving,9,16,1,8,2.0
16,7,5,arrived,8,0,1,8,0.0
17,4,5,arrived,8,0,1,8,0.0
18,10,6,arrived,5,0,1,8,1.0
19,11,5,moving,9,8,1,8,2.0
20,12,9,moving,9,13,1,8,1.0
21,12,17,arrived,5,0,1,8,0.0
22,9,8,moving,9,2,1,8,2.0
23,7,4,arrived,2,0,2,8,0.0
24,6,11,moving,9,1,1,8,0.0
25,11,15,arrived,8,0,1,8,0.0
26,11,14,moving,9,8,1,8,0.0
27,8,8,moving,9,2,1,8,1.0
28,18,19,arrived,4,0,1,8,0.0
29,17,10,arrived,9,0,1,8,0.0
30,8,12,moving,9,8,1,8,1.0
31,1,10,arrived,8,0,1,8,0.0
32,12,5,moving,9,1,1,8,0.0
33,18,1,arrived,5,0,1,8,0.0
34,4,5,moving,9,6,1,8,0.0
35,14,8,arrived,7,0,1,8,0.0
36,9,11,moving,9,5,1,8,1.0
37,14,10,moving,9,1,2,8,0.0
38,7,12,moving,9,6,1,8,1.0
39,18,1,moving,9,1,1,8,0.0
40,9,8,moving,9,14,1,8,2.0
41,7,10,arrived,9,0,2,8,0.0
42,10,5,moving,9,7,1,8,2.0
43,13,15,arrived,7,0,1,8,0.0
44,7,12,moving,9,1,1,8,1.0
45,17,19,moving,9,1,1,8,0.0
46,12,5,moving,9,23,1,8,0.0
47,7,15,arrived,5,0,1,8,0.0
48,10,10,moving,9,8,1,8,1.0
49,4,8,moving,9,18,1,8,1.0
50,6,11,moving,9,1,1,8,0.0
51,12,13,moving,9,15,1,8,0.0
52,12,9,moving,9,1,1,8,1.0
53,9,5,moving,9,14,1,8,1.0
54,3,10,moving,9,2,2,8,0.0
55,19,6,moving,9,6,1,8,0.0
56,4,13,arrived,6,0,1,8,0.0
57,12,5,moving,9,5,1,8,0.0
58,17,5,moving,9,11,1,8,0.0
59,12,10,moving,9,11,1,8,1.0
60,15,11,arrived,7,0,2,8,0.0
61,12,12,arrived,2,0,1,8,1.0
62,10,6,moving,9,13,1,8,1.0
63,0,19,arrived,2,0,1,8,0.0
64,4,8,arrived,9,0,1,8,1.0
65,19,3,arrived,7,0,2,8,0.0
66,7,10,moving,9,11,1,8,0.0
67,7,6,moving,9,6,1,8,0.0
68,9,5,moving,9,11,1,8,1.0
69,13,15,moving,9,9,1,8,0.0
70,4,8,arrived,8,0,1,8,1.0
71,5,6,moving,9,4,1,8,0.0
72,1,1,moving,9,1,1,8,0.0
73,1,6,moving,9,2,1,8,0.0
74,5,10,arrived,9,0,1,8,1.0
75,7,3,moving,9,3,2,8,1.0
76,9,11,moving,9,3,1,8,1.0
77,11,12,moving,9,1,1,8,0.0
78,15,6,moving,9,3,1,8,0.0
79,7,8,moving,9,5,1,8,0.0
80,6,9,arrived,2,0,1,8,0.0
81,8,12,moving,9,4,2,8,1.0
82,10,12,arrived,3,0,1,8,1.0
83,7,13,arrived,8,0,1,8,1.0
84,10,2,moving,9,16,1,8,0.0
85,9,3,moving,9,8,1,8,0.0
86,12,13,arrived,4,0,1,8,0.0
87,14,12,moving,9,14,1,8,0.0
88,4,8,moving,9,12,1,8,1.0
89,10,7,moving,9,7,1,8,1.0
90,7,14,arrived,9,0,1,8,0.0
91,6,15,moving,9,16,1,8,0.0
92,9,4,moving,9,7,1,8,0.0
93,9,8,moving,9,10,1,8,2.0
94,1,8,arrived,6,0,1,8,0.0
95,11,6,moving,9,3,1,8,0.0
96,11,9,moving,9,3,1,8,1.0
97,17,12,moving,9,3,2,8,0.0
98,4,8,moving,9,16,1,8,1.0
99,8,15,moving,9,16,1,8,0.0
0,16,6,moving,10,6,1,9,0.0
1,8,5,moving,10,7,1,9,0.0
2,10,10,moving,10,9,1,9,1.0
3,7,2,arrived,9,0,1,9,0.0
4,8,2,arrived,6,0,1,9,0.0
5,19,13,moving,10,2,2,9,0.0
6,3,3,moving,10,11,1,9,0.0
7,15,5,moving,10,6,1,9,0.0
8,19,17,moving,10,1,1,9,0.0
9,7,8,moving,10,6,1,9,1.0
10,15,13,arrived,7,0,1,9,0.0
11,10,8,moving,10,14,1,9,0.0
12,4,12,arrived,7,0,1,9,0.0
13,9,13,moving,10,14,1,9,0.0
14,4,6,moving,10,1,1,9,0.0
15,7,10,moving,10,15,1,9,1.0
16,7,5,arrived,8,0,1,9,1.0
17,4,5,arrived,8,0,1,9,1.0
18,10,6,arrived,5,0,1,9,1.0
19,12,5,moving,10,7,1,9,3.0
20,11,9,moving,10,12,1,9,1.0
21,12,17,arrived,5,0,1,9,0.0
22,9,7,moving,10,1,1,9,0.0
23,7,4,arrived,2,0,2,9,0.0
24,6,12,arrived,10,0,1,9,0.0
25,11,15,arrived,8,0,1,9,0.0
26,10,14,moving,10,7,1,9,0.0
27,7,8,moving,10,1,1,9,1.0
28,18,19,arrived,4,0,1,9,0.0
29,17,10,arrived,9,0,1,9,0.0
30,9,12,moving,10,7,1,9,1.0
31,1,10,arrived,8,0,1,9,0.0
32,13,5,arrived,10,0,1,9,0.0
33,18,1,arrived,5,0,1,9,1.0
34,5,5,moving,10,5,1,9,0.0
35,14,8,arrived,7,0,1,9,0.0
36,10,11,moving,10,4,1,9,0.0
37,15,10,arrived,10,0,2,9,0.0
38,8,12,moving,10,5,1,9,2.0
39,19,1,arrived,10,0,1,9,0.0
40,8,8,moving,10,13,1,9,2.0
41,7,10,arrived,9,0,2,9,1.0
42,10,4,moving,10,6,1,9,0.0
43,13,15,arrived,7,0,1,9,1.0
44,6,12,arrived,10,0,1,9,0.0
45,16,19,arrived,10,0,1,9,0.0
46,11,5,moving,10,22,1,9,1.0
47,7,15,arrived,5,0,1,9,0.0
48,10,9,moving,10,7,1,9,2.0
49,4,7,moving,10,17,1,9,1.0
50,6,12,arrived,10,0,1,9,0.0
51,12,14,moving,10,14,1,9,0.0
52,12,10,arrived,10,0,1,9,1.0
53,10,5,moving,10,13,1,9,1.0
54,2,10,moving,10,1,2,9,0.0
55,19,5,moving,10,5,1,9,0.0
56,4,13,arrived,6,0,1,9,0.0
57,11,5,moving,10,4,1,9,1.0
58,17,6,moving,10,10,1,9,0.0
59,13,10,moving,10,10,1,9,0.0
60,15,11,arrived,7,0,2,9,0.0
61,12,12,arrived,2,0,1,9,0.0
62,10,5,moving,10,12,1,9,1.0
63,0,19,arrived,2,0,1,9,0.0
64,4,8,arrived,9,0,1,9,3.0
65,19,3,arrived,7,0,2,9,0.0
66,7,9,moving,10,10,1,9,0.0
67,7,5,moving,10,5,1,9,1.0
68,9,4,moving,10,10,1,9,1.0
69,13,14,moving,10,8,1,9,0.0
70,4,8,arrived,8,0,1,9,3.0
71,5,5,moving,10,3,1,9,0.0
72,1,2,arrived,10,0,1,9,0.0
73,2,6,moving,10,1,1,9,0.0
74,5,10,arrived,9,0,1,9,0.0
75,6,3,moving,10,2,2,9,0.0
76,10,11,moving,10,2,1,9,0.0
77,12,12,arrived,10,0,1,9,0.0
78,16,6,moving,10,2,1,9,0.0
79,8,8,moving,10,4,1,9,2.0
80,6,9,arrived,2,0,1,9,0.0
81,7,12,moving,10,3,2,9,2.0
82,10,12,arrived,3,0,1,9,0.0
83,7,13,arrived,8,0,1,9,0.0
84,10,3,moving,10,15,1,9,0.0
85,9,4,moving,10,7,1,9,1.0
86,12,13,arrived,4,0,1,9,1.0
87,14,11,moving,10,13,1,9,0.0
88,4,7,moving,10,11,1,9,1.0
89,10,6,moving,10,6,1,9,1.0
90,7,14,arrived,9,0,1,9,0.0
91,7,15,moving,10,15,1,9,0.0
92,9,3,moving,10,6,1,9,1.0
93,9,7,moving,10,11,1,9,0.0
94,1,8,arrived,6,0,1,9,0.0
95,11,7,moving,10,2,1,9,0.0
96,12,9,moving,10,2,1,9,2.0
97,17,13,moving,10,2,2,9,0.0
98,4,7,moving,10,15,1,9,1.0
99,9,15,moving,10,15,1,9,0.0
0,15,6,moving,11,5,1,10,0.0
1,9,5,moving,11,6,1,10,0.0
2,10,11,moving,11,8,1,10,2.0
3,7,2,arrived,9,0,1,10,0.0
4,8,2,arrived,6,0,1,10,0.0
5,19,14,moving,11,1,2,10,0.0
6,4,3,moving,11,10,1,10,0.0
7,14,5,moving,11,5,1,10,0.0
8,19,16,arrived,11,0,1,10,0.0
9,7,9,moving,11,5,1,10,1.0
10,15,13,arrived,7,0,1,10,0.0
11,10,7,moving,11,13,1,10,0.0
12,4,12,arrived,7,0,1,10,0.0
13,10,13,moving,11,13,1,10,0.0
14,4,5,arrived,11,0,1,10,0.0
15,8,10,moving,11,14,1,10,0.0
16,7,5,arrived,8,0,1,10,1.0
17,4,5,arrived,8,0,1,10,0.0
18,10,6,arrived,5,0,1,10,1.0
19,13,5,moving,11,6,1,10,0.0
20,10,9,moving,11,11,1,10,1.0
21,12,17,arrived,5,0,1,10,0.0
22,9,6,arrived,11,0,1,10,0.0
23,7,4,arrived,2,0,2,10,0.0
24,6,12,arrived,10,0,1,10,0.0
25,11,15,arrived,8,0,1,10,0.0
26,9,14,moving,11,6,1,10,0.0
27,7,9,arrived,11,0,1,10,1.0
28,18,19,arrived,4,0,1,10,0.0
29,17,10,arrived,9,0,1,10,0.0
30,10,12,moving,11,6,1,10,0.0
31,1,10,arrived,8,0,1,10,0.0
32,13,5,arrived,10,0,1,10,0.0
33,18,1,arrived,5,0,1,10,0.0
34,6,5,moving,11,4,1,10,0.0
35,14,8,arrived,7,0,1,10,0.0
36,10,10,moving,11,3,1,10,1.0
37,15,10,arrived,10,0,2,10,0.0
38,9,12,moving,11,4,1,10,1.0
39,19,1,arrived,10,0,1,10,0.0
40,8,9,moving,11,12,1,10,0.0
41,7,10,arrived,9,0,2,10,1.0
42,10,3,moving,11,5,1,10,1.0
43,13,15,arrived,7,0,1,10,0.0
44,6,12,arrived,10,0,1,10,0.0
45,16,19,arrived,10,0,1,10,0.0
46,10,5,moving,11,21,1,10,2.0
47,7,15,arrived,5,0,1,10,1.0
48,10,8,moving,11,6,1,10,1.0
49,5,7,moving,11,16,1,10,0.0
50,6,12,arrived,10,0,1,10,0.0
51,11,14,moving,11,13,1,10,0.0
52,12,10,arrived,10,0,1,10,0.0
53,10,4,moving,11,12,1,10,1.0
54,1,10,arrived,11,0,2,10,0.0
55,18,5,moving,11,4,1,10,0.0
56,4,13,arrived,6,0,1,10,0.0
57,10,5,moving,11,3,1,10,2.0
58,18,6,moving,11,9,1,10,0.0
59,14,10,moving,11,9,1,10,0.0
60,15,11,arrived,7,0,2,10,0.0
61,12,12,arrived,2,0,1,10,0.0
62,11,5,moving,11,11,1,10,2.0
63,0,19,arrived,2,0,1,10,0.0
64,4,8,arrived,9,0,1,10,0.0
65,19,3,arrived,7,0,2,10,0.0
66,8,9,moving,11,9,1,10,0.0
67,7,4,moving,11,4,1,10,0.0
68,8,4,moving,11,9,1,10,0.0
69,13,13,moving,11,7,1,10,0.0
70,4,8,arrived,8,0,1,10,0.0
71,5,4,moving,11,2,1,10,0.0
72,1,2,arrived,10,0,1,10,0.0
73,3,6,arrived,11,0,1,10,0.0
74,5,10,arrived,9,0,1,10,0.0
75,5,3,moving,11,1,2,10,0.0
76,10,10,moving,11,1,1,10,1.0
77,12,12,arrived,10,0,1,10,0.0
78,17,6,moving,11,1,1,10,1.0
79,9,8,moving,11,3,1,10,0.0
80,6,9,arrived,2,0,1,10,0.0
81,6,12,moving,11,2,2,10,0.0
82,10,12,arrived,3,0,1,10,0.0
83,7,13,arrived,8,0,1,10,0.0
84,10,4,moving,11,14,1,10,1.0
85,9,5,moving,11,6,1,10,0.0
86,12,13,arrived,4,0,1,10,0.0
87,14,10,moving,11,12,1,10,0.0
88,5,7,moving,11,10,1,10,0.0
89,9,6,moving,11,5,1,10,0.0
90,7,14,arrived,9,0,1,10,0.0
91,7,14,moving,11,14,1,10,0.0
92,9,2,moving,11,5,1,10,0.0
93,9,8,moving,11,10,1,10,0.0
94,1,8,arrived,6,0,1,10,0.0
95,11,8,moving,11,1,1,10,0.0
96,12,10,moving,11,3,1,10,0.0
97,17,14,moving,11,1,2,10,0.0
98,5,7,moving,11,14,1,10,0.0
99,10,15,moving,11,14,1,10,0.0
0,15,5,moving,12,4,1,11,0.0
1,9,6,moving,12,5,1,11,1.0
2,10,12,moving,12,7,1,11,1.0
3,7,2,arrived,9,0,1,11,0.0
4,8,2,arrived,6,0,1,11,0.0
5,19,15,arrived,12,0,2,11,0.0
6,5,3,moving,12,9,1,11,1.0
7,13,5,moving,12,4,1,11,1.0
8,19,16,arrived,11,0,1,11,0.0
9,7,10,moving,12,4,1,11,0.0
10,15,13,arrived,7,0,1,11,0.0
11,10,6,moving,12,12,1,11,0.0
12,4,12,arrived,7,0,1,11,0.0
13,10,14,moving,12,12,1,11,0.0
14,4,5,arrived,11,0,1,11,0.0
15,8,11,moving,12,13,1,11,0.0
16,7,5,arrived,8,0,1,11,0.0
17,4,5,arrived,8,0,1,11,0.0
18,10,6,arrived,5,0,1,11,0.0
19,14,5,moving,12,5,1,11,1.0
20,9,9,moving,12,10,1,11,0.0
21,12,17,arrived,5,0,1,11,0.0
22,9,6,arrived,11,0,1,11,1.0
23,7,4,arrived,2,0,2,11,1.0
24,6,12,arrived,10,0,1,11,1.0
25,11,15,arrived,8,0,1,11,0.0
26,8,14,moving,12,5,1,11,0.0
27,7,9,arrived,11,0,1,11,1.0
28,18,19,arrived,4,0,1,11,0.0
29,17,10,arrived,9,0,1,11,0.0
30,11,12,moving,12,5,1,11,0.0
31,1,10,arrived,8,0,1,11,0.0
32,13,5,arrived,10,0,1,11,1.0
33,18,1,arrived,5,0,1,11,0.0
34,7,5,moving,12,3,1,11,0.0
35,14,8,arrived,7,0,1,11,0.0
36,10,9,moving,12,2,1,11,1.0
37,15,10,arrived,10,0,2,11,0.0
38,10,12,moving,12,3,1,11,1.0
39,19,1,arrived,10,0,1,11,0.0
40,8,10,moving,12,11,1,11,1.0
41,7,10,arrived,9,0,2,11,0.0
42,10,2,moving,12,4,1,11,0.0
43,13,15,arrived,7,0,1,11,0.0
44,6,12,arrived,10,0,1,11,1.0
45,16,19,arrived,10,0,1,11,0.0
46,9,5,moving,12,20,1,11,2.0
47,7,15,arrived,5,0,1,11,0.0
48,10,7,moving,12,5,1,11,1.0
49,6,7,moving,12,15,1,11,0.0
50,6,12,arrived,10,0,1,11,1.0
51,10,14,moving,12,12,1,11,0.0
52,12,10,arrived,10,0,1,11,1.0
53,10,3,moving,12,11,1,11,1.0
54,1,10,arrived,11,0,2,11,0.0
55,17,5,moving,12,3,1,11,0.0
56,4,13,arrived,6,0,1,11,0.0
57,9,5,moving,12,2,1,11,2.0
58,19,6,moving,12,8,1,11,0.0
59,15,10,moving,12,8,1,11,0.0
60,15,11,arrived,7,0,2,11,0.0
61,12,12,arrived,2,0,1,11,0.0
62,12,5,moving,12,10,1,11,0.0
63,0,19,arrived,2,0,1,11,0.0
64,4,8,arrived,9,0,1,11,0.0
65,19,3,arrived,7,0,2,11,0.0
66,9,9,moving,12,8,1,11,0.0
67,7,3,moving,12,3,1,11,0.0
68,7,4,moving,12,8,1,11,1.0
69,13,12,moving,12,6,1,11,0.0
70,4,8,arrived,8,0,1,11,0.0
71,5,3,moving,12,1,1,11,1.0
72,1,2,arrived,10,0,1,11,0.0
73,3,6,arrived,11,0,1,11,0.0
74,5,10,arrived,9,0,1,11,0.0
75,5,2,arrived,12,0,2,11,0.0
76,11,10,arrived,12,0,1,11,0.0
77,12,12,arrived,10,0,1,11,0.0
78,18,6,arrived,12,0,1,11,1.0
79,9,7,moving,12,2,1,11,0.0
80,6,9,arrived,2,0,1,11,0.0
81,5,12,moving,12,1,2,11,0.0
82,10,12,arrived,3,0,1,11,1.0
83,7,13,arrived,8,0,1,11,0.0
84,10,5,moving,12,13,1,11,2.0
85,9,6,moving,12,5,1,11,1.0
86,12,13,arrived,4,0,1,11,0.0
87,14,9,moving,12,11,1,11,0.0
88,5,6,moving,12,9,1,11,0.0
89,8,6,moving,12,4,1,11,0.0
90,7,14,arrived,9,0,1,11,1.0
91,8,14,moving,12,13,1,11,0.0
92,9,1,moving,12,4,1,11,0.0
93,9,9,moving,12,9,1,11,0.0
94,1,8,arrived,6,0,1,11,0.0
95,11,9,arrived,12,0,1,11,0.0
96,13,10,moving,12,2,1,11,0.0
97,17,15,arrived,12,0,2,11,0.0
98,6,7,moving,12,13,1,11,0.0
99,10,14,moving,12,13,1,11,0.0
0,15,4,moving,13,3,1,12,0.0
1,10,6,moving,13,4,1,12,1.0
2,10,13,moving,13,6,1,12,0.0
3,7,2,arrived,9,0,1,12,0.0
4,8,2,arrived,6,0,1,12,0.0
5,19,15,arrived,12,0,2,12,0.0
6,6,3,moving,13,8,1,12,0.0
7,12,5,moving,13,3,1,12,1.0
8,19,16,arrived,11,0,1,12,0.0
9,7,11,moving,13,3,1,12,0.0
10,15,13,arrived,7,0,1,12,0.0
11,11,6,moving,13,11,1,12,0.0
12,4,12,arrived,7,0,1,12,0.0
13,10,15,moving,13,11,1,12,0.0
14,4,5,arrived,11,0,1,12,0.0
15,9,11,moving,13,12,1,12,0.0
16,7,5,arrived,8,0,1,12,1.0
17,4,5,arrived,8,0,1,12,0.0
18,10,6,arrived,5,0,1,12,1.0
19,15,5,moving,13,4,1,12,1.0
20,8,9,moving,13,9,1,12,0.0
21,12,17,arrived,5,0,1,12,0.0
22,9,6,arrived,11,0,1,12,2.0
23,7,4,arrived,2,0,2,12,1.0
24,6,12,arrived,10,0,1,12,0.0
25,11,15,arrived,8,0,1,12,0.0
26,7,14,moving,13,4,1,12,0.0
27,7,9,arrived,11,0,1,12,0.0
28,18,19,arrived,4,0,1,12,0.0
29,17,10,arrived,9,0,1,12,0.0
30,12,12,moving,13,4,1,12,0.0
31,1,10,arrived,8,0,1,12,0.0
32,13,5,arrived,10,0,1,12,1.0
33,18,1,arrived,5,0,1,12,0.0
34,8,5,moving,13,2,1,12,0.0
35,14,8,arrived,7,0,1,12,0.0
36,11,9,moving,13,1,1,12,0.0
37,15,10,arrived,10,0,2,12,1.0
38,11,12,moving,13,2,1,12,1.0
39,19,1,arrived,10,0,1,12,0.0
40,8,11,moving,13,10,1,12,1.0
41,7,10,arrived,9,0,2,12,1.0
42,10,1,moving,13,3,1,12,0.0
43,13,15,arrived,7,0,1,12,0.0
44,6,12,arrived,10,0,1,12,0.0
45,16,19,arrived,10,0,1,12,0.0
46,8,5,moving,13,19,1,12,0.0
47,7,15,arrived,5,0,1,12,0.0
48,10,6,moving,13,4,1,12,1.0
49,7,7,moving,13,14,1,12,0.0
50,6,12,arrived,10,0,1,12,0.0
51,10,15,moving,13,11,1,12,0.0
52,12,10,arrived,10,0,1,12,0.0
53,10,2,moving,13,10,1,12,1.0
54,1,10,arrived,11,0,2,12,0.0
55,16,5,moving,13,2,1,12,0.0
56,4,13,arrived,6,0,1,12,0.0
57,9,4,moving,13,1,1,12,0.0
58,19,7,moving,13,7,1,12,0.0
59,16,10,moving,13,7,1,12,0.0
60,15,11,arrived,7,0,2,12,0.0
61,12,12,arrived,2,0,1,12,0.0
62,13,5,moving,13,9,1,12,1.0
63,0,19,arrived,2,0,1,12,0.0
64,4,8,arrived,9,0,1,12,0.0
65,19,3,arrived,7,0,2,12,0.0
66,9,8,moving,13,7,1,12,0.0
67,7,2,moving,13,2,1,12,0.0
68,6,4,moving,13,7,1,12,0.0
69,13,11,moving,13,5,1,12,0.0
70,4,8,arrived,8,0,1,12,0.0
71,4,3,arrived,13,0,1,12,0.0
72,1,2,arrived,10,0,1,12,0.0
73,3,6,arrived,11,0,1,12,0.0
74,5,10,arrived,9,0,1,12,0.0
75,5,2,arrived,12,0,2,12,0.0
76,11,10,arrived,12,0,1,12,0.0
77,12,12,arrived,10,0,1,12,0.0
78,18,6,arrived,12,0,1,12,0.0
79,10,7,moving,13,1,1,12,1.0
80,6,9,arrived,2,0,1,12,0.0
81,4,12,arrived,13,0,2,12,0.0
82,10,12,arrived,3,0,1,12,2.0
83,7,13,arrived,8,0,1,12,0.0
84,10,6,moving,13,12,1,12,1.0
85,8,6,moving,13,4,1,12,1.0
86,12,13,arrived,4,0,1,12,0.0
87,14,8,moving,13,10,1,12,0.0
88,5,5,moving,13,8,1,12,0.0
89,7,6,moving,13,3,1,12,0.0
90,7,14,arrived,9,0,1,12,0.0
91,9,14,moving,13,12,1,12,0.0
92,9,0,moving,13,3,1,12,0.0
93,10,9,moving,13,8,1,12,1.0
94,1,8,arrived,6,0,1,12,0.0
95,11,9,arrived,12,0,1,12,0.0
96,14,10,moving,13,1,1,12,0.0
97,17,15,arrived,12,0,2,12,0.0
98,7,7,moving,13,12,1,12,0.0
99,10,13,moving,13,12,1,12,0.0
0,15,3,moving,14,2,1,13,0.0
1,10,7,moving,14,3,1,13,1.0
2,10,14,moving,14,5,1,13,0.0
3,7,2,arrived,9,0,1,13,1.0
4,8,2,arrived,6,0,1,13,0.0
5,19,15,arrived,12,0,2,13,0.0
6,7,3,moving,14,7,1,13,0.0
7,11,5,moving,14,2,1,13,0.0
8,19,16,arrived,11,0,1,13,0.0
9,7,12,moving,14,2,1,13,0.0
10,15,13,arrived,7,0,1,13,0.0
